,Timestamp,Want to learn more about Biology,Want to learn more about Synthetic biology,Want to learn more about Video games,Want to learn more about Engineering,Played Hero.Coli,Age,Gender,Interested in video games,Interested in biology,Studied biology,Play video games,Heard about Synthetic biology or BioBricks,Volunteered to answer more questions,Enjoyed playing,Genotype and phenotype,BioBricks and devices composition,Ampicillin antibiotic,Name: Plasmid,Function: TER,Name: PR,Function - game: CDS,Name: TER,Function - biology: CDS,Name: RBS,Example: CDS,Name: CDS,Function: PR,Function: RBS,Function: Plasmid,Name: Operator XXX,Device: RBS:PCONS:FLHDC:TER XXX,Device: PCONS:RBS:FLHDC:TER,Device: PBAD:RBS:GFP:TER,Device: PBAD:GFP:RBS:TER XXX,Device: GFP:RBS:PCONS:TER XXX,Device: PCONS:GFP:RBS:TER XXX,Device: AMPR:RBS:PCONS:TER XXX,Device: RBS:PCONS:AMPR:TER XXX,Green fluorescence,Unequip the movement device: effect,Device: PBAD:RBS:ARA:TER,Remarks,userId,Language,Temporality
547,2018-04-10 12:52:15+00:00,Moderately,A lot,A lot,A lot,No / not yet,24,Male,A lot,Moderately,Until the end of high school,Moderately,No,Yes,Not applicable: not played yet,Edit the DNA of the bacterium,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,It produces arabinose all the time,"Je ne me suis pas assez cultivé en biologie, je ne connais rien malheureusement",6cf861f2-93ff-445a-831f-e46ca50720a5,fr,pretest
551,2018-04-10 13:33:33+00:00,A lot,A lot,Moderately,Moderately,I just played for the first time,24,Male,A lot,Moderately,Until the end of high school,Moderately,No,Yes,Moderately,Edit the DNA of the bacterium,DNA sequences,Ampicillin,I don't know,TER,RBS,I don't know,TER,I don't know,I don't know,I don't know,I don't know,Plasmid,I don't know,PR,I don't know,The bricks are not well-ordered,It makes it possible to move faster,It generates green fluorescence,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,It generates antibiotic resistance,The bricks are not well-ordered,"In front of the doors, when the GFP device is equipped",Flagella quickly disappear one by one,It is active only in arabinose clouds,,6cf861f2-93ff-445a-831f-e46ca50720a5,fr,posttest
552,2018-04-10 14:02:26+00:00,A lot,A lot,A lot,Slightly,No / not yet,19,Male,A lot,A lot,Until the end of middle school,Moderately,No,Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,56ed28ea-6c2d-48c5-be37-142448850eae,fr,pretest
553,2018-04-10 14:02:58+00:00,Moderately,Moderately,Extremely,Extremely,No / not yet,18,Male,Extremely,Moderately,Until the end of middle school,Extremely,No,Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,poste 1,262b810a-925a-4744-a150-392afbd819c1,fr,pretest
554,2018-04-10 14:08:24+00:00,Moderately,Moderately,Extremely,Extremely,I just played for the first time,18,Male,Extremely,Moderately,Until the end of middle school,Extremely,No,Yes,A lot,Gather nanobots,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,poste 1,262b810a-925a-4744-a150-392afbd819c1,fr,posttest
555,2018-04-10 14:08:24+00:00,A lot,A lot,A lot,Moderately,I just played for the first time,19,Male,A lot,A lot,Until the end of middle school,Moderately,No,Yes,A lot,Edit the DNA of the bacterium,Proteins,Arabinose,TER,CDS,PR,CDS,TER,CDS,PR,PR,CDS,PR,CDS,PR,PR,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,poste 2,56ed28ea-6c2d-48c5-be37-142448850eae,fr,posttest
559,2018-04-10 15:05:55+00:00,Moderately,Slightly,A lot,Slightly,No / not yet,23,Male,A lot,Slightly,Until the end of high school,A lot,No,Yes,Not applicable: not played yet,Edit the DNA of the bacterium,Proteins,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,4731525f-62dd-4128-ab56-3991b403e17e,fr,pretest
564,2018-04-10 16:34:24+00:00,Slightly,Not at all,A lot,Not at all,I just played for the first time,23,Male,A lot,Slightly,Until the end of high school,A lot,No,Yes,Moderately,Edit the DNA of the bacterium,DNA sequences,Ampicillin,Plasmid,TER,PR,RBS,TER,None of these,CDS,CDS,I don't know,I don't know,RBS,Plasmid,None of these,The bricks are not well-ordered,It makes it possible to move faster,It generates green fluorescence in presence of arabinose inducer,I don't know,The bricks are not well-ordered,It generates antibiotic resistance,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,It is active only in arabinose clouds,un animateur sympa :D,4731525f-62dd-4128-ab56-3991b403e17e,fr,posttest
566,2018-04-11 11:07:20+00:00,A lot,Moderately,Extremely,Extremely,No / not yet,26,Male,A lot,Moderately,Until the end of high school,A lot,No,Yes,Not applicable: not played yet,I don't know,I don't know,Ampicillin,I don't know,I don't know,I don't know,I don't know,TER,Plasmid,I don't know,I don't know,I don't know,I don't know,RBS,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,081d1c6d-8f95-4d24-9176-a44641e41e8c,fr,pretest
567,2018-04-11 11:45:17+00:00,Moderately,Moderately,Extremely,Extremely,I just played for the first time,26,Male,A lot,Moderately,Until the end of high school,A lot,No,Yes,Extremely,Edit the DNA of the bacterium,RNA sequences,Ampicillin,Plasmid,None of these,TER,CDS,None of these,CDS,CDS,CDS,CDS,PR,RBS,Plasmid,PR,The bricks are not well-ordered,It makes it possible to move faster,It generates green fluorescence in presence of arabinose inducer,It makes it possible to move faster,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,It produces nothing since it induces itself,,081d1c6d-8f95-4d24-9176-a44641e41e8c,fr,posttest
568,2018-04-11 12:15:07+00:00,A lot,Moderately,A lot,A lot,No / not yet,32,Female,Moderately,A lot,Until the end of high school,Moderately,No,Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,2962cada-f998-4cb6-bb25-e8ff2f486dd0,fr,pretest
571,2018-04-11 12:40:17+00:00,A lot,Moderately,Extremely,A lot,No / not yet,20,Male,Extremely,Moderately,Until the end of high school,Extremely,"Yes, but I don't exactly know what it means",Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,ad7b68aa-c031-4368-80c5-ee26e71594f4,fr,pretest
573,2018-04-11 13:16:32+00:00,A lot,Moderately,A lot,Moderately,I just played for the first time,32,Female,Moderately,A lot,Until the end of high school,Moderately,No,Yes,A lot,Gather nanobots,DNA sequences,Ampicillin,I don't know,TER,PR,I don't know,TER,I don't know,I don't know,I don't know,I don't know,TER,I don't know,RBS,I don't know,I don't know,I don't know,It generates antibiotic resistance,It makes it possible to move faster,I don't know,It makes it possible to move faster,It generates green fluorescence in presence of arabinose inducer,It generates green fluorescence,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,It is active only in arabinose clouds,,2962cada-f998-4cb6-bb25-e8ff2f486dd0,fr,posttest
576,2018-04-11 13:32:36+00:00,A lot,Slightly,A lot,A lot,No / not yet,23,Male,Extremely,Slightly,Until the end of high school,A lot,No,Yes,Not applicable: not played yet,Edit the DNA of the bacterium,RNA sequences,Ampicillin,I don't know,I don't know,I don't know,I don't know,None of these,I don't know,I don't know,I don't know,RBS,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,d06aa7a1-c36f-4f5b-b5cd-fe1845dd2801,fr,pretest
577,2018-04-11 13:42:53+00:00,Moderately,Moderately,Extremely,Extremely,I just played for the first time,20,Male,Extremely,Moderately,Until the end of high school,Extremely,"Yes, but I don't exactly know what it means",Yes,A lot,Edit the DNA of the bacterium,DNA sequences,Ampicillin,Plasmid,TER,CDS,CDS,TER,None of these,RBS,I don't know,I don't know,PR,RBS,Plasmid,PR,The bricks are not well-ordered,It makes it possible to move faster,It generates green fluorescence in presence of arabinose inducer,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,It is active only in arabinose clouds,,ad7b68aa-c031-4368-80c5-ee26e71594f4,fr,posttest
583,2018-04-11 14:49:25+00:00,Extremely,A lot,A lot,Extremely,No / not yet,25,Male,Extremely,A lot,Until the end of high school,Extremely,"Yes, but I don't exactly know what it means",Yes,Not applicable: not played yet,Edit the DNA of the bacterium,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,Flagella quickly disappear one by one,I don't know,,c595e8cc-74d4-4bfc-ac20-ee758c7e58a1,fr,pretest
584,2018-04-11 14:53:31+00:00,Extremely,A lot,Extremely,A lot,I just played for the first time,23,Male,Extremely,Slightly,Until the end of high school,A lot,No,Yes,A lot,Edit the DNA of the bacterium,DNA sequences,Ampicillin,Plasmid,None of these,TER,CDS,None of these,Plasmid,CDS,CDS,TER,I don't know,RBS,TER,I don't know,The bricks are not well-ordered,It makes it possible to move faster,It generates green fluorescence,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,I don't know,,d06aa7a1-c36f-4f5b-b5cd-fe1845dd2801,fr,posttest
585,2018-04-11 14:59:27+00:00,A lot,A lot,Extremely,Extremely,No / not yet,15,Female,Extremely,A lot,Until the end of high school,Moderately,No,Yes,Not applicable: not played yet,I don't know,DNA sequences,Ampicillin,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,None of these,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,It is active only in arabinose clouds,"Je ne connais vraiment pas grand chose à la biologie de synthèse, du coup, j'ai répondu a de nombreuses reprise ""Je ne sais pas"".",c3c1d772-792d-4dd0-a05d-45d4da5187e7,fr,pretest
586,2018-04-11 15:11:18+00:00,Extremely,Extremely,Extremely,Extremely,I just played for the first time,15,Female,Extremely,A lot,Until the end of high school,Moderately,No,Yes,A lot,Edit the DNA of the bacterium,RNA sequences,Ampicillin,I don't know,PR,I don't know,I don't know,TER,I don't know,I don't know,CDS,Plasmid,I don't know,RBS,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,Nothing,I don't know,,c3c1d772-792d-4dd0-a05d-45d4da5187e7,fr,posttest
587,2018-04-11 15:11:20+00:00,A lot,A lot,Extremely,Extremely,No / not yet,27,Male,Extremely,Moderately,Until the end of middle school,Extremely,"Yes, but I don't exactly know what it means",Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,place au test ,64a5e3a5-f202-4327-a074-5d38cd97709f,fr,pretest
590,2018-04-11 15:28:24+00:00,Extremely,Extremely,Extremely,Extremely,I just played for the first time,25,Male,Extremely,A lot,Until the end of high school,Extremely,"Yes, but I don't exactly know what it means",Yes,A lot,Edit the DNA of the bacterium,DNA sequences,Ampicillin,Plasmid,TER,PR,CDS,TER,None of these,RBS,CDS,None of these,PR,RBS,Plasmid,CDS,The bricks are not well-ordered,It makes it possible to move faster,It generates green fluorescence in presence of arabinose inducer,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,It is active only in arabinose clouds,,c595e8cc-74d4-4bfc-ac20-ee758c7e58a1,fr,posttest
592,2018-04-11 15:42:57+00:00,Extremely,Extremely,Extremely,Extremely,I just played for the first time,27,Male,Extremely,Moderately,Until the end of middle school,Extremely,"Yes, but I don't exactly know what it means",Yes,Extremely,Edit the DNA of the bacterium,Proteins,Ampicillin,None of these,TER,TER,CDS,TER,PR,PR,I don't know,None of these,None of these,RBS,Plasmid,TER,The bricks are not well-ordered,It makes it possible to move faster,It generates green fluorescence in presence of arabinose inducer,It generates green fluorescence,The bricks are not well-ordered,It generates green fluorescence,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,It produces nothing since it induces itself,"très bon jeu, a force de tester diverses combinaisons, ont comprend +/- le fonctionnement génétique de la cellule, qui doit s'adapter pour se mouvoir et survivre. Les ""speedrunners"" verraient un bon challenge dans ce jeu (du au chrono de fin de partie).
Et j'aimerais qu'un max de gens puissent tester le jeu.

Bonne continuation!",64a5e3a5-f202-4327-a074-5d38cd97709f,fr,posttest
593,2018-04-11 15:55:20+00:00,Moderately,Slightly,Extremely,A lot,No / not yet,14,Male,Extremely,Moderately,Until the end of high school,A lot,No,Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,PR,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,19a1c988-0e3d-4523-a394-cad4ac268497,fr,pretest
597,2018-04-11 16:42:08+00:00,A lot,A lot,Extremely,A lot,I just played for the first time,14,Male,Extremely,Moderately,Until the end of high school,A lot,No,Yes,A lot,Edit the DNA of the bacterium,DNA sequences,Ampicillin,None of these,TER,PR,CDS,TER,I don't know,I don't know,I don't know,I don't know,I don't know,RBS,Plasmid,I don't know,The bricks are not well-ordered,It makes it possible to move faster,The bricks are not well-ordered,It generates green fluorescence in presence of arabinose inducer,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,"It produces more and more arabinose after being induced, because it induces itself",,19a1c988-0e3d-4523-a394-cad4ac268497,fr,posttest
601,2018-04-13 10:26:11+00:00,A lot,A lot,A lot,A lot,No / not yet,50,Female,Slightly,Extremely,At least until master's degree,Rarely,No,Yes,Not applicable: not played yet,Edit the DNA of the bacterium,I don't know,Ampicillin,I don't know,TER,PR,I don't know,TER,CDS,I don't know,I don't know,CDS,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,"It produces more and more arabinose after being induced, because it induces itself",,a54a3753-066b-41f1-bbbf-cf1e154dba78,fr,pretest
605,2018-04-13 11:05:02+00:00,A lot,A lot,A lot,A lot,I just played for the first time,50,Female,Slightly,Extremely,At least until master's degree,Rarely,No,Yes,Moderately,Edit the DNA of the bacterium,DNA sequences,Ampicillin,Plasmid,TER,PR,I don't know,TER,CDS,PR,CDS,CDS,PR,RBS,I don't know,PR,The bricks are not well-ordered,It makes it possible to move faster,It generates green fluorescence in presence of arabinose inducer,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,It is active only in arabinose clouds,,a54a3753-066b-41f1-bbbf-cf1e154dba78,fr,posttest
610,2018-04-13 12:01:29+00:00,Moderately,Slightly,A lot,A lot,No / not yet,17,Male,A lot,Moderately,Until the end of high school,A lot,No,Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,395dd978-ca54-4016-be0e-dce0019e32d0,fr,pretest
612,2018-04-13 12:03:35+00:00,Moderately,Moderately,Moderately,A lot,No / not yet,17,Male,Slightly,Moderately,Until the end of high school,Not at all,No,Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,ffebcace-a777-44c5-afd6-157aa070cee2,fr,pretest
616,2018-04-13 13:06:37+00:00,Moderately,Moderately,Moderately,A lot,I just played for the first time,17,Male,Slightly,Moderately,Until the end of high school,Not at all,No,Yes,A lot,Edit the DNA of the bacterium,DNA sequences,Ampicillin,RBS,TER,PR,RBS,TER,I don't know,Plasmid,I don't know,CDS,RBS,RBS,Plasmid,I don't know,The bricks are not well-ordered,It generates green fluorescence,I don't know,The bricks are not well-ordered,The bricks are not well-ordered,It generates antibiotic resistance,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,"It produces more and more arabinose after being induced, because it induces itself","jeu très sympa et utile pour se renseigner sur les bases de la génétique et la notion de mutation. Il correspond très bien à la phrase ""apprendre en s'amusant""",ffebcace-a777-44c5-afd6-157aa070cee2,fr,posttest
617,2018-04-13 13:15:27+00:00,Moderately,Slightly,A lot,A lot,I just played for the first time,17,Male,A lot,Moderately,Until the end of high school,A lot,No,Yes,Moderately,Edit the DNA of the bacterium,Proteins,Ampicillin,PR,TER,Plasmid,RBS,TER,PR,PR,I don't know,CDS,TER,RBS,Plasmid,TER,The bricks are not well-ordered,The bricks are not well-ordered,I don't know,The bricks are not well-ordered,The bricks are not well-ordered,It generates green fluorescence in presence of arabinose inducer,I don't know,The bricks are not well-ordered,"Under blue light, when the GFP device is equipped",I don't know,I don't know,,395dd978-ca54-4016-be0e-dce0019e32d0,fr,posttest
620,2018-04-13 13:33:33+00:00,Slightly,Slightly,Slightly,Slightly,No / not yet,20,Female,Not at all,Not at all,Not even in middle school,Moderately,No,Yes,Moderately,Gather nanobots,RNA sequences,Ampicillin,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,7ec02476-488d-412d-917e-364af6f0f9d9,fr,pretest
624,2018-04-13 13:52:05+00:00,A lot,A lot,A lot,A lot,I just played for the first time,20,Female,Not at all,Not at all,Not even in middle school,Moderately,No,Yes,Not at all,Divide the bacterium,I don't know,Terminator,I don't know,RBS,PR,I don't know,TER,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,7ec02476-488d-412d-917e-364af6f0f9d9,fr,posttest
629,2018-04-13 14:31:03+00:00,Extremely,A lot,Moderately,Extremely,No / not yet,20,Male,Slightly,A lot,Until the end of high school,Moderately,"Yes, but I don't exactly know what it means",Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,TER,I don't know,I don't know,I don't know,Plasmid,PR,PR,I don't know,CDS,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,Flagella quickly disappear one by one,I don't know,,b8c2f659-c140-430d-b0fc-1c8318604fbd,fr,pretest
630,2018-04-13 14:31:38+00:00,Moderately,Moderately,Moderately,Moderately,No / not yet,20,Female,Slightly,Moderately,Until the end of high school,Moderately,"Yes, but I don't exactly know what it means",Yes,Not applicable: not played yet,Edit the DNA of the bacterium,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,TER,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,1a781432-3409-488e-9970-8201b78f62e4,fr,pretest
631,2018-04-13 15:10:55+00:00,A lot,A lot,Slightly,A lot,I just played for the first time,20,Male,Slightly,A lot,Until the end of high school,Moderately,"Yes, but I don't exactly know what it means",Yes,A bit,Edit the DNA of the bacterium,DNA sequences,Ampicillin,PR,TER,PR,RBS,TER,CDS,Plasmid,RBS,CDS,TER,RBS,Plasmid,I don't know,The bricks are not well-ordered,It makes it possible to move faster,The bricks are not well-ordered,The bricks are not well-ordered,It generates green fluorescence in presence of arabinose inducer,It makes it possible to move faster,It makes it possible to move faster,The bricks are not well-ordered,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,"It produces more and more arabinose after being induced, because it induces itself",,b8c2f659-c140-430d-b0fc-1c8318604fbd,fr,posttest
632,2018-04-13 15:13:05+00:00,Moderately,Moderately,Moderately,Slightly,I just played for the first time,20,Female,Slightly,Moderately,Until the end of high school,Moderately,"Yes, but I don't exactly know what it means",Yes,A bit,Gather nanobots,I don't know,Ampicillin,I don't know,I don't know,I don't know,I don't know,TER,Plasmid,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,It generates green fluorescence in presence of arabinose inducer,The bricks are not well-ordered,It makes it possible to move faster,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, when the GFP device is equipped",I don't know,I don't know,,1a781432-3409-488e-9970-8201b78f62e4,fr,posttest
635,2018-04-14 11:13:15+00:00,Extremely,A lot,A lot,A lot,No / not yet,12,Male,Moderately,A lot,Not even in middle school,Moderately,No,Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,54f4ef9a-6e4a-4283-aa26-2b7295954a52,fr,pretest
636,2018-04-14 11:13:59+00:00,Moderately,Moderately,Moderately,A lot,No / not yet,46,Male,Moderately,Moderately,Until the end of high school,Rarely,"Yes, but I don't exactly know what it means",Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,Plasmid,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,"Under blue light, when the GFP device is equipped",The bacterium dies,I don't know,,7b9e151d-1eba-4328-b6f9-3eaf5217d360,fr,pretest
637,2018-04-14 11:51:14+00:00,Slightly,Slightly,Moderately,A lot,I just played for the first time,46,Male,Moderately,Moderately,Until the end of high school,Rarely,"Yes, but I don't exactly know what it means",Yes,Moderately,Edit the DNA of the bacterium,RNA sequences,I don't know,I don't know,None of these,I don't know,I don't know,I don't know,PR,I don't know,I don't know,CDS,I don't know,I don't know,I don't know,I don't know,The bricks are not well-ordered,It makes it possible to move faster,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,"Under blue light, all the time",The bacterium dies,I don't know,,7b9e151d-1eba-4328-b6f9-3eaf5217d360,fr,posttest
638,2018-04-14 12:21:01+00:00,Extremely,Extremely,Extremely,Extremely,No / not yet,18,Male,Extremely,Extremely,Until the end of high school,Moderately,"Yes, but I don't exactly know what it means",Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,c bien,dc100bb5-43c7-44a4-ae39-9ebd8ddfed97,fr,pretest
639,2018-04-14 12:21:49+00:00,A lot,Extremely,Slightly,Moderately,No / not yet,18,Male,A lot,Moderately,Until the end of high school,A lot,No,Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,d311d20b-f4a6-476e-afcc-bdd287be116c,fr,pretest
640,2018-04-14 12:25:06+00:00,Extremely,A lot,Moderately,A lot,I just played for the first time,12,Male,Moderately,A lot,Not even in middle school,Moderately,No,Yes,A lot,Edit the DNA of the bacterium,DNA sequences,I don't know,CDS,TER,RBS,None of these,TER,I don't know,I don't know,I don't know,None of these,PR,RBS,Plasmid,Plasmid,The bricks are not well-ordered,It generates green fluorescence,The bricks are not well-ordered,It generates green fluorescence in presence of arabinose inducer,The bricks are not well-ordered,It makes it possible to move faster,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,"It produces more and more arabinose after being induced, because it induces itself",,54f4ef9a-6e4a-4283-aa26-2b7295954a52,fr,posttest
641,2018-04-14 12:40:45+00:00,A lot,A lot,A lot,Moderately,No / not yet,26,Male,Moderately,Moderately,Until the end of high school,Rarely,"Yes, but I don't exactly know what it means",Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,d88ae8de-86fd-4dc6-b59d-d3e32f6b3908,fr,pretest
643,2018-04-14 13:06:55+00:00,A lot,Extremely,Moderately,Slightly,I just played for the first time,18,Male,A lot,Moderately,Until the end of high school,A lot,No,Yes,A lot,Edit the DNA of the bacterium,DNA sequences,Ampicillin,Plasmid,TER,PR,CDS,TER,I don't know,Plasmid,CDS,CDS,PR,RBS,Plasmid,CDS,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,It generates green fluorescence in presence of arabinose inducer,The bricks are not well-ordered,It generates green fluorescence,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,"It produces more and more arabinose after being induced, because it induces itself",,d311d20b-f4a6-476e-afcc-bdd287be116c,fr,posttest
